,userId,movieId,rating,title,totalRatingCount
0,1,1,4.0,Toy Story (1995),215
1,5,1,4.0,Toy Story (1995),215
2,7,1,4.5,Toy Story (1995),215
3,15,1,2.5,Toy Story (1995),215
4,17,1,4.5,Toy Story (1995),215
5,18,1,3.5,Toy Story (1995),215
6,19,1,4.0,Toy Story (1995),215
7,21,1,3.5,Toy Story (1995),215
8,27,1,3.0,Toy Story (1995),215
9,31,1,5.0,Toy Story (1995),215
10,32,1,3.0,Toy Story (1995),215
11,33,1,3.0,Toy Story (1995),215
12,40,1,5.0,Toy Story (1995),215
13,43,1,5.0,Toy Story (1995),215
14,44,1,3.0,Toy Story (1995),215
15,45,1,4.0,Toy Story (1995),215
16,46,1,5.0,Toy Story (1995),215
17,50,1,3.0,Toy Story (1995),215
18,54,1,3.0,Toy Story (1995),215
19,57,1,5.0,Toy Story (1995),215
20,63,1,5.0,Toy Story (1995),215
21,64,1,4.0,Toy Story (1995),215
22,66,1,4.0,Toy Story (1995),215
23,68,1,2.5,Toy Story (1995),215
24,71,1,5.0,Toy Story (1995),215
25,73,1,4.5,Toy Story (1995),215
26,76,1,0.5,Toy Story (1995),215
27,78,1,4.0,Toy Story (1995),215
28,82,1,2.5,Toy Story (1995),215
29,86,1,4.0,Toy Story (1995),215
30,89,1,3.0,Toy Story (1995),215
31,90,1,3.0,Toy Story (1995),215
32,91,1,4.0,Toy Story (1995),215
33,93,1,3.0,Toy Story (1995),215
34,96,1,5.0,Toy Story (1995),215
35,98,1,4.5,Toy Story (1995),215
36,103,1,4.0,Toy Story (1995),215
37,107,1,4.0,Toy Story (1995),215
38,112,1,3.0,Toy Story (1995),215
39,119,1,3.5,Toy Story (1995),215
40,121,1,4.0,Toy Story (1995),215
41,124,1,4.0,Toy Story (1995),215
42,130,1,3.0,Toy Story (1995),215
43,132,1,2.0,Toy Story (1995),215
44,134,1,3.0,Toy Story (1995),215
45,135,1,4.0,Toy Story (1995),215
46,137,1,4.0,Toy Story (1995),215
47,140,1,3.0,Toy Story (1995),215
48,141,1,4.0,Toy Story (1995),215
49,144,1,3.5,Toy Story (1995),215
50,145,1,5.0,Toy Story (1995),215
51,151,1,5.0,Toy Story (1995),215
52,153,1,2.0,Toy Story (1995),215
53,155,1,3.0,Toy Story (1995),215
54,156,1,4.0,Toy Story (1995),215
55,159,1,4.5,Toy Story (1995),215
56,160,1,4.0,Toy Story (1995),215
57,161,1,4.0,Toy Story (1995),215
58,166,1,5.0,Toy Story (1995),215
59,167,1,3.5,Toy Story (1995),215
60,169,1,4.5,Toy Story (1995),215
61,171,1,5.0,Toy Story (1995),215
62,177,1,5.0,Toy Story (1995),215
63,178,1,4.0,Toy Story (1995),215
64,179,1,4.0,Toy Story (1995),215
65,182,1,4.0,Toy Story (1995),215
66,185,1,4.0,Toy Story (1995),215
67,186,1,4.0,Toy Story (1995),215
68,191,1,4.0,Toy Story (1995),215
69,193,1,2.0,Toy Story (1995),215
70,200,1,3.5,Toy Story (1995),215
71,201,1,5.0,Toy Story (1995),215
72,202,1,4.0,Toy Story (1995),215
73,206,1,5.0,Toy Story (1995),215
74,213,1,3.5,Toy Story (1995),215
75,214,1,3.0,Toy Story (1995),215
76,216,1,3.0,Toy Story (1995),215
77,217,1,4.0,Toy Story (1995),215
78,219,1,3.5,Toy Story (1995),215
79,220,1,5.0,Toy Story (1995),215
80,223,1,3.5,Toy Story (1995),215
81,226,1,3.5,Toy Story (1995),215
82,229,1,5.0,Toy Story (1995),215
83,232,1,3.5,Toy Story (1995),215
84,233,1,3.0,Toy Story (1995),215
85,234,1,5.0,Toy Story (1995),215
86,239,1,4.0,Toy Story (1995),215
87,240,1,5.0,Toy Story (1995),215
88,247,1,5.0,Toy Story (1995),215
89,249,1,4.0,Toy Story (1995),215
90,252,1,4.5,Toy Story (1995),215
91,254,1,4.5,Toy Story (1995),215
92,263,1,4.0,Toy Story (1995),215
93,264,1,4.0,Toy Story (1995),215
94,266,1,2.0,Toy Story (1995),215
95,269,1,5.0,Toy Story (1995),215
96,270,1,5.0,Toy Story (1995),215
97,273,1,5.0,Toy Story (1995),215
98,274,1,4.0,Toy Story (1995),215
99,275,1,5.0,Toy Story (1995),215
100,276,1,4.0,Toy Story (1995),215
101,277,1,4.0,Toy Story (1995),215
102,279,1,3.0,Toy Story (1995),215
103,280,1,4.5,Toy Story (1995),215
104,282,1,4.5,Toy Story (1995),215
105,283,1,3.0,Toy Story (1995),215
106,288,1,4.5,Toy Story (1995),215
107,290,1,4.0,Toy Story (1995),215
108,291,1,4.0,Toy Story (1995),215
109,292,1,4.0,Toy Story (1995),215
110,293,1,3.0,Toy Story (1995),215
111,298,1,2.0,Toy Story (1995),215
112,304,1,5.0,Toy Story (1995),215
113,307,1,4.0,Toy Story (1995),215
114,314,1,3.0,Toy Story (1995),215
115,322,1,3.5,Toy Story (1995),215
116,323,1,3.5,Toy Story (1995),215
117,328,1,5.0,Toy Story (1995),215
118,330,1,4.0,Toy Story (1995),215
119,332,1,4.0,Toy Story (1995),215
120,334,1,3.5,Toy Story (1995),215
121,336,1,4.0,Toy Story (1995),215
122,337,1,4.0,Toy Story (1995),215
123,339,1,4.0,Toy Story (1995),215
124,341,1,5.0,Toy Story (1995),215
125,347,1,5.0,Toy Story (1995),215
126,350,1,4.0,Toy Story (1995),215
127,353,1,5.0,Toy Story (1995),215
128,357,1,5.0,Toy Story (1995),215
129,359,1,4.0,Toy Story (1995),215
130,364,1,5.0,Toy Story (1995),215
131,367,1,5.0,Toy Story (1995),215
132,372,1,3.0,Toy Story (1995),215
133,373,1,3.0,Toy Story (1995),215
134,378,1,4.5,Toy Story (1995),215
135,380,1,5.0,Toy Story (1995),215
136,381,1,3.5,Toy Story (1995),215
137,382,1,4.5,Toy Story (1995),215
138,385,1,4.0,Toy Story (1995),215
139,389,1,5.0,Toy Story (1995),215
140,391,1,3.0,Toy Story (1995),215
141,396,1,5.0,Toy Story (1995),215
142,399,1,4.0,Toy Story (1995),215
143,401,1,3.5,Toy Story (1995),215
144,411,1,5.0,Toy Story (1995),215
145,412,1,2.0,Toy Story (1995),215
146,414,1,4.0,Toy Story (1995),215
147,420,1,4.0,Toy Story (1995),215
148,422,1,4.0,Toy Story (1995),215
149,432,1,2.5,Toy Story (1995),215
150,434,1,4.0,Toy Story (1995),215
151,436,1,4.0,Toy Story (1995),215
152,438,1,4.5,Toy Story (1995),215
153,443,1,4.0,Toy Story (1995),215
154,448,1,5.0,Toy Story (1995),215
155,451,1,5.0,Toy Story (1995),215
156,453,1,5.0,Toy Story (1995),215
157,456,1,5.0,Toy Story (1995),215
158,460,1,4.5,Toy Story (1995),215
159,462,1,1.5,Toy Story (1995),215
160,468,1,4.0,Toy Story (1995),215
161,469,1,4.0,Toy Story (1995),215
162,470,1,4.0,Toy Story (1995),215
163,471,1,5.0,Toy Story (1995),215
164,474,1,4.0,Toy Story (1995),215
165,476,1,4.0,Toy Story (1995),215
166,477,1,4.0,Toy Story (1995),215
167,480,1,3.0,Toy Story (1995),215
168,483,1,4.0,Toy Story (1995),215
169,484,1,4.5,Toy Story (1995),215
170,488,1,4.5,Toy Story (1995),215
171,490,1,3.5,Toy Story (1995),215
172,492,1,4.0,Toy Story (1995),215
173,500,1,4.0,Toy Story (1995),215
174,504,1,4.0,Toy Story (1995),215
175,509,1,4.0,Toy Story (1995),215
176,514,1,4.0,Toy Story (1995),215
177,517,1,4.0,Toy Story (1995),215
178,522,1,3.0,Toy Story (1995),215
179,524,1,4.0,Toy Story (1995),215
180,525,1,4.0,Toy Story (1995),215
181,528,1,2.5,Toy Story (1995),215
182,529,1,3.0,Toy Story (1995),215
183,533,1,5.0,Toy Story (1995),215
184,534,1,4.0,Toy Story (1995),215
185,541,1,3.0,Toy Story (1995),215
186,544,1,3.0,Toy Story (1995),215
187,550,1,4.0,Toy Story (1995),215
188,555,1,4.0,Toy Story (1995),215
189,559,1,5.0,Toy Story (1995),215
190,560,1,3.0,Toy Story (1995),215
191,561,1,4.0,Toy Story (1995),215
192,562,1,4.5,Toy Story (1995),215
193,567,1,3.5,Toy Story (1995),215
194,570,1,4.0,Toy Story (1995),215
195,572,1,4.0,Toy Story (1995),215
196,573,1,5.0,Toy Story (1995),215
197,579,1,4.0,Toy Story (1995),215
198,580,1,3.0,Toy Story (1995),215
199,584,1,5.0,Toy Story (1995),215
200,587,1,5.0,Toy Story (1995),215
201,590,1,4.0,Toy Story (1995),215
202,596,1,4.0,Toy Story (1995),215
203,597,1,4.0,Toy Story (1995),215
204,599,1,3.0,Toy Story (1995),215
205,600,1,2.5,Toy Story (1995),215
206,601,1,4.0,Toy Story (1995),215
207,603,1,4.0,Toy Story (1995),215
208,604,1,3.0,Toy Story (1995),215
209,605,1,4.0,Toy Story (1995),215
210,606,1,2.5,Toy Story (1995),215
211,607,1,4.0,Toy Story (1995),215
212,608,1,2.5,Toy Story (1995),215
213,609,1,3.0,Toy Story (1995),215
214,610,1,5.0,Toy Story (1995),215
215,1,3,4.0,Grumpier Old Men (1995),52
216,6,3,5.0,Grumpier Old Men (1995),52
217,19,3,3.0,Grumpier Old Men (1995),52
218,32,3,3.0,Grumpier Old Men (1995),52
219,42,3,4.0,Grumpier Old Men (1995),52
220,43,3,5.0,Grumpier Old Men (1995),52
221,44,3,3.0,Grumpier Old Men (1995),52
222,51,3,4.0,Grumpier Old Men (1995),52
223,58,3,3.0,Grumpier Old Men (1995),52
224,64,3,3.5,Grumpier Old Men (1995),52
225,68,3,2.0,Grumpier Old Men (1995),52
226,91,3,3.0,Grumpier Old Men (1995),52
227,100,3,3.5,Grumpier Old Men (1995),52
228,102,3,5.0,Grumpier Old Men (1995),52
229,116,3,3.5,Grumpier Old Men (1995),52
230,117,3,3.0,Grumpier Old Men (1995),52
231,150,3,3.0,Grumpier Old Men (1995),52
232,151,3,3.0,Grumpier Old Men (1995),52
233,169,3,5.0,Grumpier Old Men (1995),52
234,179,3,4.0,Grumpier Old Men (1995),52
235,217,3,1.0,Grumpier Old Men (1995),52
236,226,3,3.5,Grumpier Old Men (1995),52
237,240,3,4.0,Grumpier Old Men (1995),52
238,269,3,4.0,Grumpier Old Men (1995),52
239,270,3,3.0,Grumpier Old Men (1995),52
240,288,3,4.0,Grumpier Old Men (1995),52
241,289,3,2.5,Grumpier Old Men (1995),52
242,294,3,1.0,Grumpier Old Men (1995),52
243,302,3,3.0,Grumpier Old Men (1995),52
244,307,3,3.5,Grumpier Old Men (1995),52
245,308,3,0.5,Grumpier Old Men (1995),52
246,321,3,3.0,Grumpier Old Men (1995),52
247,330,3,3.0,Grumpier Old Men (1995),52
248,337,3,4.0,Grumpier Old Men (1995),52
249,368,3,3.0,Grumpier Old Men (1995),52
250,410,3,4.0,Grumpier Old Men (1995),52
251,414,3,4.0,Grumpier Old Men (1995),52
252,448,3,3.0,Grumpier Old Men (1995),52
253,456,3,3.0,Grumpier Old Men (1995),52
254,470,3,3.0,Grumpier Old Men (1995),52
255,477,3,3.0,Grumpier Old Men (1995),52
256,480,3,2.5,Grumpier Old Men (1995),52
257,492,3,4.0,Grumpier Old Men (1995),52
258,501,3,5.0,Grumpier Old Men (1995),52
259,544,3,3.0,Grumpier Old Men (1995),52
260,552,3,1.0,Grumpier Old Men (1995),52
261,555,3,5.0,Grumpier Old Men (1995),52
262,588,3,3.0,Grumpier Old Men (1995),52
263,590,3,3.0,Grumpier Old Men (1995),52
264,594,3,4.0,Grumpier Old Men (1995),52
265,599,3,1.5,Grumpier Old Men (1995),52
266,608,3,2.0,Grumpier Old Men (1995),52
267,1,6,4.0,Heat (1995),102
268,6,6,4.0,Heat (1995),102
269,11,6,5.0,Heat (1995),102
270,18,6,4.0,Heat (1995),102
271,23,6,4.0,Heat (1995),102
272,24,6,4.5,Heat (1995),102
273,28,6,3.5,Heat (1995),102
274,32,6,3.0,Heat (1995),102
275,44,6,3.0,Heat (1995),102
276,45,6,4.0,Heat (1995),102
277,57,6,3.0,Heat (1995),102
278,62,6,4.5,Heat (1995),102
279,64,6,4.5,Heat (1995),102
280,68,6,4.0,Heat (1995),102
281,79,6,4.0,Heat (1995),102
282,82,6,3.5,Heat (1995),102
283,84,6,4.0,Heat (1995),102
284,91,6,5.0,Heat (1995),102
285,102,6,3.0,Heat (1995),102
286,105,6,4.0,Heat (1995),102
287,109,6,3.0,Heat (1995),102
288,112,6,4.5,Heat (1995),102
289,117,6,3.0,Heat (1995),102
290,121,6,5.0,Heat (1995),102
291,140,6,5.0,Heat (1995),102
292,150,6,4.0,Heat (1995),102
293,160,6,2.0,Heat (1995),102
294,166,6,3.5,Heat (1995),102
295,181,6,3.0,Heat (1995),102
296,182,6,4.5,Heat (1995),102
297,191,6,4.0,Heat (1995),102
298,195,6,4.0,Heat (1995),102
299,199,6,4.0,Heat (1995),102
300,202,6,5.0,Heat (1995),102
301,217,6,2.0,Heat (1995),102
302,219,6,3.5,Heat (1995),102
303,220,6,3.5,Heat (1995),102
304,239,6,5.0,Heat (1995),102
305,244,6,5.0,Heat (1995),102
306,266,6,4.0,Heat (1995),102
307,269,6,5.0,Heat (1995),102
308,270,6,3.0,Heat (1995),102
309,274,6,4.0,Heat (1995),102
310,282,6,4.0,Heat (1995),102
311,286,6,4.5,Heat (1995),102
312,294,6,3.0,Heat (1995),102
313,297,6,5.0,Heat (1995),102
314,305,6,3.5,Heat (1995),102
315,308,6,1.0,Heat (1995),102
316,312,6,4.0,Heat (1995),102
317,313,6,3.0,Heat (1995),102
318,314,6,3.0,Heat (1995),102
319,317,6,5.0,Heat (1995),102
320,318,6,4.0,Heat (1995),102
321,325,6,4.0,Heat (1995),102
322,336,6,4.0,Heat (1995),102
323,337,6,5.0,Heat (1995),102
324,339,6,4.0,Heat (1995),102
325,353,6,4.0,Heat (1995),102
326,362,6,4.0,Heat (1995),102
327,368,6,4.0,Heat (1995),102
328,372,6,5.0,Heat (1995),102
329,373,6,5.0,Heat (1995),102
330,380,6,5.0,Heat (1995),102
331,385,6,3.0,Heat (1995),102
332,386,6,3.0,Heat (1995),102
333,389,6,5.0,Heat (1995),102
334,391,6,4.0,Heat (1995),102
335,400,6,5.0,Heat (1995),102
336,414,6,3.0,Heat (1995),102
337,425,6,4.0,Heat (1995),102
338,434,6,4.0,Heat (1995),102
339,437,6,5.0,Heat (1995),102
340,438,6,5.0,Heat (1995),102
341,444,6,4.0,Heat (1995),102
342,451,6,4.0,Heat (1995),102
343,469,6,3.0,Heat (1995),102
344,470,6,3.0,Heat (1995),102
345,474,6,3.0,Heat (1995),102
346,480,6,4.0,Heat (1995),102
347,486,6,5.0,Heat (1995),102
348,492,6,3.0,Heat (1995),102
349,493,6,4.0,Heat (1995),102
350,501,6,3.0,Heat (1995),102
351,521,6,4.0,Heat (1995),102
352,524,6,4.0,Heat (1995),102
353,532,6,5.0,Heat (1995),102
354,553,6,5.0,Heat (1995),102
355,559,6,5.0,Heat (1995),102
356,561,6,4.0,Heat (1995),102
357,573,6,4.5,Heat (1995),102
358,577,6,4.0,Heat (1995),102
359,580,6,4.0,Heat (1995),102
360,588,6,5.0,Heat (1995),102
361,590,6,3.5,Heat (1995),102
362,592,6,3.0,Heat (1995),102
363,597,6,3.0,Heat (1995),102
364,599,6,4.5,Heat (1995),102
365,602,6,3.0,Heat (1995),102
366,603,6,4.0,Heat (1995),102
367,604,6,3.0,Heat (1995),102
368,610,6,5.0,Heat (1995),102
369,1,47,5.0,Seven (a.k.a. Se7en) (1995),203
370,4,47,2.0,Seven (a.k.a. Se7en) (1995),203
371,6,47,4.0,Seven (a.k.a. Se7en) (1995),203
372,8,47,4.0,Seven (a.k.a. Se7en) (1995),203
373,13,47,5.0,Seven (a.k.a. Se7en) (1995),203
374,14,47,5.0,Seven (a.k.a. Se7en) (1995),203
375,15,47,3.5,Seven (a.k.a. Se7en) (1995),203
376,16,47,3.5,Seven (a.k.a. Se7en) (1995),203
377,17,47,4.0,Seven (a.k.a. Se7en) (1995),203
378,18,47,4.5,Seven (a.k.a. Se7en) (1995),203
379,19,47,3.0,Seven (a.k.a. Se7en) (1995),203
380,26,47,4.0,Seven (a.k.a. Se7en) (1995),203
381,28,47,3.0,Seven (a.k.a. Se7en) (1995),203
382,39,47,3.0,Seven (a.k.a. Se7en) (1995),203
383,41,47,3.5,Seven (a.k.a. Se7en) (1995),203
384,42,47,4.0,Seven (a.k.a. Se7en) (1995),203
385,43,47,4.0,Seven (a.k.a. Se7en) (1995),203
386,47,47,3.0,Seven (a.k.a. Se7en) (1995),203
387,54,47,3.0,Seven (a.k.a. Se7en) (1995),203
388,56,47,5.0,Seven (a.k.a. Se7en) (1995),203
389,58,47,5.0,Seven (a.k.a. Se7en) (1995),203
390,62,47,4.5,Seven (a.k.a. Se7en) (1995),203
391,63,47,4.0,Seven (a.k.a. Se7en) (1995),203
392,64,47,4.5,Seven (a.k.a. Se7en) (1995),203
393,66,47,5.0,Seven (a.k.a. Se7en) (1995),203
394,68,47,4.0,Seven (a.k.a. Se7en) (1995),203
395,72,47,4.5,Seven (a.k.a. Se7en) (1995),203
396,75,47,2.0,Seven (a.k.a. Se7en) (1995),203
397,76,47,3.5,Seven (a.k.a. Se7en) (1995),203
398,81,47,3.0,Seven (a.k.a. Se7en) (1995),203
399,82,47,3.5,Seven (a.k.a. Se7en) (1995),203
400,91,47,4.5,Seven (a.k.a. Se7en) (1995),203
401,94,47,2.0,Seven (a.k.a. Se7en) (1995),203
402,102,47,5.0,Seven (a.k.a. Se7en) (1995),203
403,104,47,0.5,Seven (a.k.a. Se7en) (1995),203
404,105,47,5.0,Seven (a.k.a. Se7en) (1995),203
405,109,47,3.0,Seven (a.k.a. Se7en) (1995),203
406,110,47,4.5,Seven (a.k.a. Se7en) (1995),203
407,112,47,5.0,Seven (a.k.a. Se7en) (1995),203
408,116,47,3.5,Seven (a.k.a. Se7en) (1995),203
409,117,47,4.0,Seven (a.k.a. Se7en) (1995),203
410,121,47,3.0,Seven (a.k.a. Se7en) (1995),203
411,122,47,4.5,Seven (a.k.a. Se7en) (1995),203
412,123,47,4.5,Seven (a.k.a. Se7en) (1995),203
413,126,47,5.0,Seven (a.k.a. Se7en) (1995),203
